age,booking_lead_time,trip_length,cabin_type,group_size,loyalty_status,paid_in_full,prior_cruises,customer_income,email_engagement_score,phone_verified,has_insurance,on_mailing_list,website_visits_last_month,survey_participation,preferred_contact_method,travel_history_score,referral_source,gift_certificate_used,canceled
72,20,5,Balcony,3,None,0,1,128118.2,0.46,1,0,0,2,No,Phone,68.44,Friend,0,1
54,24,7,Oceanview,3,None,1,0,30030.36,0.3,1,1,1,4,Partial,Email,42.02,Social Media,0,1
45,227,7,Interior,2,None,1,2,119559.12,0.32,1,0,0,3,Yes,Email,35.72,Social Media,0,1
27,154,7,Balcony,4,None,1,2,54714.85,0.67,1,0,0,7,Partial,Phone,40.2,Search Engine,0,1
56,293,5,Interior,2,None,1,0,106178.14,0.54,1,0,1,2,No,Text,50.87,Ad,0,1
74,230,14,Suite,3,Platinum,1,1,68532.74,0.37,1,0,1,4,Partial,Text,46.66,Ad,1,0
34,310,5,Interior,3,Gold,0,0,107400.67,0.61,1,1,0,4,No,Email,25.84,Friend,0,1
56,359,7,Balcony,2,None,1,3,74147.1,0.34,1,0,1,6,Yes,Phone,43.57,Friend,0,1
39,202,7,Interior,5,None,0,1,41845.41,0.23,1,1,1,2,Partial,Email,78.45,Ad,0,0
43,38,7,Oceanview,3,Gold,1,0,67557.01,0.2,1,0,1,3,No,Email,52.8,Friend,0,0
79,260,5,Balcony,2,None,0,3,101205.53,0.28,1,0,1,3,Yes,Phone,59.18,Social Media,0,1
61,188,7,Interior,3,None,1,0,72327.87,0.67,1,0,1,1,Partial,Text,28.69,Ad,0,0
42,57,10,Oceanview,1,Silver,0,0,52803.67,0.47,1,0,1,1,Partial,Email,59.97,Social Media,0,1
34,20,5,Oceanview,1,None,1,1,46858.48,0.49,1,1,0,1,No,Text,72.58,Ad,0,1
30,273,3,Interior,2,None,0,2,60719.06,0.53,1,0,0,0,Yes,Email,54.77,Ad,0,1
37,119,5,Balcony,1,Silver,1,0,60459.51,0.35,0,0,1,0,No,Phone,31.91,Friend,0,0
42,71,10,Oceanview,3,Silver,1,1,102226.13,0.43,1,1,1,5,Partial,Phone,59.61,Social Media,0,0
21,4,3,Oceanview,5,None,1,0,73140.97,0.44,1,0,1,4,Yes,Text,62.17,Social Media,0,1
27,221,14,Oceanview,3,Platinum,1,1,76039.36,0.36,0,0,1,0,No,Email,39.49,Search Engine,0,0
20,14,7,Oceanview,6,Silver,1,1,79605.17,0.43,1,0,0,4,No,Phone,66.03,Social Media,0,0
58,3,14,Interior,5,None,1,3,101203.09,0.48,1,1,0,1,Yes,Email,56.77,Social Media,0,1
62,216,14,Oceanview,5,None,1,4,104115.04,0.46,0,1,0,3,No,Email,20.11,Friend,0,0
35,229,7,Oceanview,3,None,1,3,69193.03,0.56,1,1,0,2,Yes,Text,41.18,Search Engine,0,0
64,336,5,Balcony,4,None,1,1,77081.0,0.43,1,1,1,3,No,Email,44.96,Social Media,0,0
53,186,5,Balcony,4,None,1,4,104274.48,0.73,1,1,1,4,No,Email,49.14,Friend,0,0
64,55,5,Oceanview,3,None,0,1,64125.25,0.35,1,1,0,2,Yes,Text,49.93,Ad,0,1
39,254,10,Interior,4,None,0,2,68576.39,0.42,1,0,0,3,Partial,Phone,61.84,Social Media,0,1
51,24,5,Interior,3,Silver,1,1,104212.01,0.56,1,0,0,1,No,Email,62.37,Friend,0,1
64,162,5,Interior,2,Gold,1,0,67781.06,0.59,0,0,0,0,No,Email,74.23,Ad,1,0
25,158,7,Interior,3,Silver,1,1,92427.06,0.32,1,1,1,2,No,Phone,55.08,Social Media,0,0
57,82,14,Oceanview,2,Silver,0,0,37610.84,0.48,1,1,0,1,Yes,Text,72.15,Social Media,1,1
66,159,5,Interior,2,Platinum,1,1,102512.62,0.62,1,0,0,4,Yes,Phone,63.97,Friend,0,0
61,188,3,Interior,7,Silver,1,1,78974.37,0.26,1,0,1,2,Yes,Email,68.4,Ad,0,0
36,60,3,Interior,3,None,1,2,97204.52,0.49,1,0,0,3,No,Email,73.94,Ad,0,1
59,305,14,Interior,2,None,0,1,118581.71,0.28,1,1,1,5,Partial,Text,44.93,Ad,0,0
58,319,7,Interior,3,Gold,1,3,74989.01,0.38,1,0,0,1,No,Text,48.79,Ad,0,0
54,211,5,Interior,2,None,1,2,38991.06,0.51,1,1,0,4,Partial,Phone,18.5,Social Media,0,0
23,152,5,Oceanview,3,None,1,0,74143.52,0.47,1,0,1,6,No,Text,66.58,Ad,0,0
69,109,5,Oceanview,5,Silver,1,4,121437.01,0.33,1,1,0,6,Yes,Phone,65.37,Friend,0,0
43,76,3,Interior,2,Silver,1,1,90095.35,0.68,1,1,0,2,No,Phone,52.17,Friend,1,0
51,30,14,Oceanview,2,Gold,1,2,53066.7,0.45,1,1,0,2,Yes,Email,61.95,Social Media,1,0
76,314,10,Oceanview,5,None,0,0,79187.43,0.58,1,0,1,2,Yes,Phone,66.03,Friend,0,0
73,117,7,Interior,5,None,1,1,99634.16,0.73,1,1,1,2,No,Phone,50.29,Search Engine,0,0
76,356,10,Interior,3,Platinum,0,2,81235.38,0.4,1,0,1,2,No,Text,56.45,Social Media,0,0
62,192,5,Oceanview,4,None,1,2,80419.81,0.59,0,1,1,1,No,Text,49.79,Search Engine,0,0
23,19,10,Balcony,4,None,1,1,63589.62,0.56,1,0,1,2,Yes,Email,48.51,Ad,0,0
54,173,10,Interior,4,None,0,2,65997.76,0.29,1,0,0,3,No,Email,39.81,Search Engine,0,0
74,228,5,Interior,2,Gold,1,2,91673.78,0.68,1,1,0,3,Yes,Email,28.95,Social Media,0,0
50,350,10,Balcony,2,Gold,1,0,99774.17,0.52,1,0,1,4,No,Phone,30.74,Ad,0,0
70,183,5,Interior,1,Platinum,0,5,79800.7,0.42,1,1,1,2,No,Text,48.93,Friend,1,0
39,113,5,Interior,1,None,1,1,70181.45,0.26,1,0,0,3,Yes,Phone,33.19,Social Media,0,0
38,183,3,Balcony,3,None,1,1,107690.85,0.31,1,0,1,4,No,Email,35.83,Ad,0,1
23,146,7,Balcony,3,None,0,3,72289.36,0.48,1,1,0,3,Yes,Text,37.72,Social Media,0,1
23,319,10,Oceanview,4,Gold,1,0,93679.42,0.3,1,1,0,4,No,Phone,45.78,Ad,0,0
72,116,14,Oceanview,4,None,1,2,100990.55,0.59,0,0,0,4,Yes,Text,66.96,Social Media,0,0
65,113,7,Interior,4,None,0,3,47077.23,0.44,1,0,1,4,Partial,Phone,17.97,Social Media,0,1
21,251,10,Interior,3,Silver,1,2,89192.05,0.27,1,0,1,4,Yes,Email,50.71,Social Media,1,0
47,251,10,Oceanview,3,None,1,2,4075.63,0.4,1,0,1,1,Partial,Phone,36.13,Social Media,0,1
28,303,5,Interior,2,Silver,0,1,81928.96,0.34,1,0,1,2,No,Phone,49.31,Search Engine,1,0
79,313,7,Oceanview,2,Gold,1,2,102384.99,0.32,1,0,0,8,No,Email,40.68,Ad,0,0
79,118,3,Suite,4,None,0,1,95107.61,0.17,1,1,1,5,No,Email,47.22,Ad,1,0
47,301,7,Suite,7,None,0,3,109000.12,0.51,1,0,1,4,No,Phone,26.84,Social Media,0,1
48,161,14,Interior,1,None,1,1,95513.64,0.36,1,1,0,4,Yes,Phone,56.16,Social Media,0,1
41,198,3,Balcony,3,None,1,0,68729.89,0.78,1,1,1,2,Yes,Phone,50.93,Friend,0,1
72,260,10,Oceanview,3,None,1,1,38823.58,0.65,1,1,1,7,No,Email,52.32,Ad,0,1
26,148,7,Balcony,3,Silver,1,1,88394.59,0.74,1,0,0,2,Yes,Email,64.51,Search Engine,0,0
72,240,7,Interior,2,None,0,1,99364.14,0.61,1,1,1,5,No,Email,28.86,Ad,0,1
20,47,5,Interior,3,Platinum,1,0,32273.43,0.41,1,1,1,3,Partial,Text,33.64,Ad,0,0
68,198,5,Interior,3,None,1,0,97116.96,0.55,1,1,1,2,No,Text,74.91,Ad,1,1
48,47,3,Oceanview,3,None,1,1,87632.18,0.45,1,0,1,3,Yes,Email,58.17,Friend,0,0
57,78,5,Oceanview,2,None,0,0,74059.48,0.55,1,0,1,1,Yes,Text,21.13,Search Engine,0,0
54,124,3,Balcony,3,Gold,1,0,98192.86,0.63,0,1,1,6,Yes,Text,47.29,Social Media,0,0
53,75,7,Balcony,1,None,0,4,76738.71,0.59,1,0,1,3,No,Phone,66.0,Search Engine,0,0
41,359,3,Interior,3,Gold,1,2,74815.98,0.5,1,1,1,6,No,Phone,81.25,Social Media,0,0
48,137,10,Oceanview,3,Gold,0,2,46861.3,0.51,1,0,1,2,No,Phone,73.37,Social Media,0,0
23,90,7,Interior,4,Platinum,1,4,97141.74,0.53,1,0,0,7,Yes,Text,43.17,Search Engine,0,0
19,325,7,Balcony,1,Gold,1,1,45817.62,0.67,0,0,1,2,Yes,Text,48.11,Friend,0,0
37,61,7,Suite,2,None,0,0,64477.02,0.43,1,0,1,6,Partial,Phone,22.75,Friend,0,0
45,138,7,Suite,3,Gold,1,1,98673.72,0.46,1,0,1,2,Yes,Phone,51.55,Social Media,1,0
28,50,14,Balcony,6,Platinum,1,2,79975.45,0.42,1,1,1,2,No,Email,53.06,Friend,0,0
21,259,3,Interior,3,Platinum,0,0,136272.36,0.52,0,1,0,2,Yes,Text,63.61,Friend,0,1
32,107,5,Interior,4,None,1,3,102785.72,0.6,1,0,0,3,Yes,Phone,16.98,Friend,0,1
23,113,10,Oceanview,4,Silver,1,1,107540.1,0.54,1,1,0,4,Partial,Phone,36.14,Friend,0,0
71,350,3,Suite,1,None,1,3,110618.16,0.49,1,0,1,2,Yes,Phone,46.62,Social Media,0,0
66,254,3,Interior,3,None,0,2,77760.75,0.66,0,0,1,2,No,Text,63.14,Friend,0,0
47,118,5,Interior,2,Silver,1,2,69044.92,0.38,1,1,0,2,No,Phone,43.98,Search Engine,0,0
73,198,3,Balcony,2,Platinum,1,2,48584.67,0.28,0,0,0,3,No,Phone,85.36,Search Engine,0,1
55,337,7,Interior,3,Silver,1,1,41392.41,0.55,0,0,0,2,Partial,Phone,33.79,Social Media,1,1
68,51,5,Oceanview,3,Gold,1,1,119421.42,0.49,1,1,0,1,Yes,Phone,42.61,Ad,0,0
79,245,10,Balcony,3,None,0,2,66333.74,0.47,1,1,0,4,Yes,Phone,33.64,Friend,0,1
74,35,10,Interior,2,None,1,1,111817.42,0.3,1,0,1,5,Yes,Email,46.92,Search Engine,0,0
19,302,7,Interior,4,Silver,1,1,40843.75,0.53,1,0,1,3,No,Phone,57.12,Ad,0,0
32,69,7,Balcony,7,None,1,2,79520.47,0.77,1,0,0,1,No,Email,52.73,Search Engine,0,0
28,349,10,Balcony,2,Gold,1,0,123031.09,0.3,1,0,1,4,Partial,Text,37.05,Search Engine,0,0
25,320,5,Suite,5,None,0,1,92982.35,0.48,1,1,1,3,Yes,Text,68.33,Ad,0,0
43,49,10,Oceanview,2,None,1,2,93775.14,0.51,0,0,0,3,No,Text,70.72,Friend,0,0
68,74,10,Interior,3,Silver,1,0,67411.07,0.43,1,0,0,1,Yes,Text,39.5,Social Media,0,0
62,192,10,Balcony,1,None,1,0,57919.05,0.52,1,0,0,2,Yes,Text,96.31,Social Media,0,1
61,261,7,Oceanview,4,Platinum,0,1,83651.11,0.43,1,0,1,3,No,Phone,33.42,Social Media,0,0
22,356,5,Interior,2,None,1,2,51229.81,0.52,1,1,1,3,Partial,Phone,50.59,Friend,0,0
23,70,7,Balcony,2,None,1,0,81776.26,0.46,1,0,0,5,Yes,Text,50.6,Friend,0,1
43,90,10,Interior,2,Gold,0,2,114437.1,0.42,1,0,0,6,Yes,Phone,33.14,Search Engine,0,0
71,260,3,Interior,2,None,0,1,46988.46,0.49,1,1,1,5,No,Email,52.99,Social Media,0,1
21,126,10,Interior,1,Gold,0,1,104265.36,0.57,1,0,1,1,No,Email,48.19,Social Media,1,1
36,231,5,Oceanview,4,None,1,2,114877.29,0.27,1,0,0,2,Partial,Phone,56.3,Search Engine,0,0
37,295,3,Oceanview,1,None,0,1,77192.98,0.6,1,1,1,1,Yes,Text,49.99,Search Engine,0,1
50,129,3,Oceanview,1,Platinum,1,0,86000.9,0.39,1,0,1,3,No,Text,62.0,Ad,0,0
37,280,3,Balcony,5,Gold,1,1,70615.48,0.59,0,1,1,5,No,Email,59.04,Ad,0,0
66,313,7,Suite,4,None,1,0,75698.74,0.4,1,1,1,1,No,Phone,35.14,Friend,0,0
29,100,5,Interior,4,Silver,1,2,109543.61,0.61,1,1,1,2,Yes,Email,45.49,Social Media,0,0
64,326,14,Interior,2,Platinum,0,1,106749.91,0.49,1,0,1,3,Yes,Phone,37.75,Search Engine,0,0
18,297,7,Interior,2,None,1,1,96803.04,0.36,1,0,1,3,Partial,Text,75.01,Social Media,0,0
43,182,3,Interior,4,None,0,3,103237.6,0.43,1,1,1,1,No,Email,64.33,Friend,0,1
31,174,7,Balcony,1,Silver,0,2,91000.84,0.68,1,1,1,2,Yes,Phone,54.95,Social Media,0,0
55,316,10,Balcony,4,None,1,1,48193.9,0.51,0,1,0,6,No,Text,58.02,Search Engine,0,0
54,364,10,Balcony,4,None,0,3,116919.92,0.43,1,1,1,2,No,Phone,48.28,Search Engine,0,1
79,188,3,Interior,3,Gold,1,1,58195.23,0.67,1,1,1,2,No,Text,52.3,Search Engine,0,0
28,57,10,Oceanview,2,None,1,0,81995.79,0.63,1,0,1,2,No,Phone,38.78,Friend,0,1
53,31,10,Oceanview,5,Gold,0,2,110597.52,0.37,1,0,1,4,No,Email,40.05,Search Engine,0,0
30,84,5,Interior,3,Silver,1,1,42962.99,0.47,1,0,0,1,Yes,Phone,59.25,Ad,0,0
60,152,3,Balcony,4,Silver,1,1,103736.09,0.24,1,0,1,4,Partial,Email,33.85,Search Engine,0,0
20,36,7,Suite,3,Silver,1,0,49236.57,0.63,0,0,0,6,No,Email,39.45,Social Media,1,0
50,213,5,Oceanview,4,None,0,0,102842.24,0.5,1,0,1,5,Partial,Email,46.6,Search Engine,1,1
23,364,10,Balcony,1,None,1,2,121080.04,0.6,0,0,0,2,No,Text,27.35,Search Engine,0,1
67,106,5,Oceanview,6,None,1,1,62874.15,0.21,1,1,1,1,No,Email,65.01,Social Media,0,0
73,342,14,Interior,4,Gold,1,2,58972.07,0.46,1,0,0,3,Yes,Email,59.87,Friend,0,0
27,220,7,Oceanview,3,None,0,1,87281.1,0.53,0,0,0,5,No,Email,56.43,Friend,0,0
22,163,5,Interior,5,None,1,2,58029.79,0.18,1,1,1,5,No,Text,44.16,Friend,0,0
40,220,3,Interior,2,Platinum,1,1,19683.07,0.6,1,1,1,2,Yes,Phone,67.61,Friend,0,0
27,270,7,Balcony,3,Platinum,1,1,84240.83,0.45,1,0,1,3,No,Text,56.13,Search Engine,0,0
61,120,10,Balcony,2,None,1,2,95053.56,0.24,1,0,1,5,Yes,Text,64.82,Search Engine,0,0
19,336,10,Oceanview,3,None,1,3,75145.97,0.42,1,0,0,6,Partial,Phone,65.69,Ad,0,0
30,182,5,Oceanview,1,Silver,1,2,88392.58,0.57,0,0,0,2,Partial,Phone,42.84,Friend,0,0
57,106,5,Balcony,2,Gold,1,1,116466.4,0.36,1,0,1,6,No,Email,36.72,Social Media,0,0
19,217,3,Balcony,3,None,1,4,74263.94,0.49,0,1,1,1,Yes,Email,34.93,Social Media,0,1
37,205,7,Balcony,3,None,1,0,78201.09,0.44,0,1,0,3,No,Phone,50.9,Social Media,0,1
18,70,3,Interior,3,Gold,1,1,84407.9,0.2,1,1,1,0,No,Phone,9.15,Social Media,0,0
54,44,7,Suite,4,Platinum,1,2,75580.87,0.59,0,0,1,2,Partial,Text,33.93,Ad,0,1
26,329,7,Interior,2,Gold,1,2,75588.62,0.62,1,0,1,2,Yes,Text,39.58,Ad,0,0
34,301,14,Balcony,3,None,1,0,136258.26,0.67,1,0,0,2,No,Text,40.7,Ad,0,0
26,228,5,Interior,2,None,1,3,88771.99,0.5,1,0,0,0,Yes,Phone,58.95,Friend,0,1
28,184,5,Balcony,4,Silver,1,2,76095.71,0.57,1,1,1,2,No,Email,28.49,Search Engine,0,0
32,107,7,Interior,2,None,1,0,126529.03,0.26,1,1,1,3,Partial,Text,24.58,Social Media,0,0
41,84,7,Oceanview,2,None,1,0,117561.8,0.54,1,0,1,6,Partial,Text,24.88,Social Media,0,0
55,338,5,Oceanview,3,None,1,0,103728.11,0.45,1,1,1,6,No,Phone,57.88,Ad,0,0
72,250,14,Interior,2,Silver,0,1,66708.96,0.49,1,1,0,2,No,Text,41.27,Friend,0,0
52,363,10,Balcony,5,Silver,1,2,166970.86,0.33,0,0,1,5,Partial,Phone,40.74,Ad,0,0
47,21,5,Balcony,2,Gold,0,2,38027.02,0.67,1,0,1,3,No,Email,76.16,Social Media,0,0
48,196,5,Suite,2,Gold,1,3,31564.07,0.25,1,0,1,6,Yes,Text,56.56,Social Media,0,0
66,178,7,Interior,2,Platinum,1,0,96487.07,0.54,1,0,1,4,Partial,Text,39.06,Ad,0,0
22,7,10,Balcony,2,Gold,0,2,74292.61,0.36,1,0,0,4,No,Text,29.19,Social Media,0,0
79,70,3,Balcony,3,None,1,2,10687.58,0.82,1,0,1,3,No,Phone,78.22,Search Engine,0,0
77,127,7,Oceanview,4,None,1,0,80776.45,0.6,1,1,1,2,Yes,Phone,53.58,Search Engine,1,1
61,160,7,Interior,4,Silver,0,0,87366.31,0.5,0,0,0,1,Yes,Email,43.47,Ad,0,1
67,248,5,Balcony,5,None,1,4,79952.43,0.35,1,0,1,5,No,Phone,52.95,Search Engine,0,0
31,203,7,Suite,4,Platinum,1,0,94066.69,0.63,1,1,1,3,No,Text,43.75,Search Engine,0,0
70,148,14,Balcony,1,None,1,2,70906.6,0.01,1,1,1,2,No,Text,57.63,Ad,1,0
73,143,3,Oceanview,2,None,0,2,80841.01,0.56,0,0,1,4,No,Phone,24.57,Ad,0,0
28,199,5,Oceanview,2,Silver,0,1,124243.91,0.58,1,0,0,4,No,Email,43.97,Ad,0,0
26,154,7,Interior,2,Silver,1,1,113765.04,0.57,1,1,1,1,No,Phone,34.15,Search Engine,0,0
51,142,10,Balcony,4,Silver,1,3,78741.36,0.63,1,1,1,3,No,Phone,48.82,Social Media,1,0
29,313,14,Balcony,4,Silver,0,0,101446.85,0.42,1,1,0,4,Partial,Text,35.66,Friend,0,1
52,165,7,Interior,4,None,1,1,111208.76,0.58,1,0,1,4,Yes,Text,41.02,Social Media,0,0
52,314,10,Balcony,3,None,1,2,56873.31,0.4,1,1,0,5,Partial,Text,41.75,Ad,1,0
18,21,7,Interior,3,Platinum,1,4,94912.59,0.38,1,0,1,4,No,Phone,53.87,Social Media,0,0
57,82,7,Suite,4,None,1,0,89689.59,0.35,1,1,1,5,No,Phone,44.27,Friend,0,0
39,69,5,Oceanview,2,None,1,0,104728.94,0.46,1,0,1,3,Yes,Email,34.78,Social Media,0,0
77,131,5,Interior,4,None,0,2,56680.66,0.67,1,0,1,2,Partial,Text,56.19,Ad,0,1
46,87,5,Oceanview,3,None,0,1,83974.31,0.76,1,0,1,4,Partial,Email,81.29,Friend,0,0
25,218,7,Oceanview,6,Silver,1,1,62370.49,0.46,1,0,1,5,Partial,Text,44.64,Search Engine,0,0
28,305,3,Interior,3,Silver,1,1,94961.21,0.4,0,0,1,1,No,Email,69.54,Social Media,0,0
58,345,14,Oceanview,3,Gold,1,0,60243.69,0.7,0,0,1,6,Yes,Text,26.81,Search Engine,0,0
54,341,5,Oceanview,2,Silver,1,0,68640.84,0.57,0,0,1,8,No,Phone,38.56,Search Engine,0,0
31,161,5,Balcony,3,None,1,2,88679.15,0.5,1,0,1,3,No,Text,69.43,Friend,0,1
77,178,7,Interior,5,None,1,2,56792.61,0.33,1,1,1,1,Yes,Email,53.28,Search Engine,1,1
47,117,10,Oceanview,2,None,1,4,36526.28,0.71,0,0,1,2,No,Email,39.23,Search Engine,0,0
52,196,3,Interior,2,None,1,1,116175.31,0.51,1,1,1,6,No,Text,62.53,Social Media,0,1
38,327,5,Balcony,2,None,1,1,65697.87,0.5,1,1,0,3,No,Phone,34.46,Friend,1,1
54,86,14,Interior,4,None,1,2,43006.8,0.58,1,0,1,3,Yes,Text,50.98,Ad,0,0
22,289,5,Suite,1,Silver,1,2,51741.44,0.5,1,0,1,1,Yes,Phone,64.05,Ad,0,0
36,81,5,Balcony,4,Silver,1,2,82007.41,0.72,1,1,1,4,No,Text,55.47,Friend,0,1
76,152,10,Oceanview,1,Gold,0,0,132312.45,0.65,1,0,1,6,Partial,Phone,87.64,Search Engine,0,0
31,61,3,Oceanview,2,Gold,0,2,80808.91,0.42,1,0,0,0,Partial,Text,41.53,Social Media,0,0
43,61,7,Interior,1,None,1,1,102486.1,0.51,1,0,1,4,Yes,Text,60.41,Search Engine,0,0
79,354,5,Interior,1,None,1,2,73474.03,0.41,1,0,1,3,No,Phone,63.2,Ad,0,0
21,28,5,Balcony,1,None,1,3,90575.65,0.78,1,0,1,2,No,Phone,46.71,Social Media,0,1
42,43,5,Suite,2,None,1,2,78799.2,0.39,0,1,0,3,No,Text,35.99,Friend,0,0
62,169,3,Interior,3,None,1,1,102102.65,0.48,0,1,1,3,Yes,Email,67.41,Search Engine,0,0
59,86,5,Oceanview,2,None,0,0,51022.74,0.55,1,1,1,0,No,Phone,42.42,Search Engine,1,1
42,177,3,Balcony,4,Silver,1,2,87256.07,0.58,0,0,1,3,Yes,Email,59.66,Social Media,0,0
35,17,10,Balcony,3,Silver,1,1,89610.93,0.6,1,1,1,6,No,Email,56.41,Search Engine,0,1
57,98,5,Interior,5,Silver,1,2,96877.37,0.62,1,1,1,6,No,Email,51.89,Friend,0,1
25,198,7,Interior,1,None,1,2,44625.95,0.6,1,1,1,5,No,Email,70.22,Social Media,0,1
56,98,10,Interior,4,Silver,1,3,70721.42,0.44,0,0,1,2,No,Text,55.04,Friend,0,0
57,65,7,Balcony,5,Silver,1,1,103030.21,0.42,1,0,1,1,Partial,Phone,59.42,Friend,0,0
31,330,3,Oceanview,2,Silver,1,2,91774.87,0.51,1,1,1,0,Yes,Text,56.06,Friend,0,0
49,341,14,Oceanview,5,None,1,4,137014.87,0.42,1,0,1,1,No,Text,51.14,Friend,0,0
68,5,5,Suite,3,Silver,0,2,69119.26,0.4,1,1,1,3,Partial,Text,44.28,Search Engine,0,1
78,2,3,Balcony,1,Silver,1,0,25383.67,0.44,1,0,1,2,No,Text,49.71,Social Media,0,1
55,22,10,Balcony,2,None,1,1,71010.13,0.82,1,1,1,2,No,Text,59.27,Search Engine,0,0
50,112,7,Oceanview,2,None,1,0,5140.6,0.73,1,0,1,1,Yes,Phone,57.06,Ad,0,0
40,57,7,Interior,3,None,1,0,106064.49,0.46,1,0,1,5,No,Text,58.96,Friend,0,1
32,66,5,Suite,3,Silver,1,2,84904.67,0.19,1,0,1,1,Yes,Text,100.0,Friend,0,0
50,330,7,Oceanview,4,Gold,1,3,96949.18,0.41,1,1,0,2,No,Text,42.48,Ad,0,0
42,98,5,Interior,3,None,1,0,101728.35,0.63,1,1,1,4,No,Email,26.23,Ad,0,1
34,144,14,Oceanview,4,None,1,3,116197.85,0.27,1,0,0,2,No,Text,43.86,Friend,1,1
50,125,5,Interior,2,Platinum,1,1,7270.47,0.59,0,0,0,4,No,Phone,44.66,Search Engine,1,0
64,167,10,Oceanview,2,None,1,2,23740.05,0.58,0,0,0,4,No,Phone,56.6,Search Engine,0,0
72,86,7,Balcony,4,None,1,0,62337.77,0.5,1,0,1,2,No,Phone,46.22,Friend,0,1
19,76,10,Suite,2,None,1,2,75883.06,0.49,1,1,0,2,Yes,Email,60.98,Social Media,0,1
31,344,10,Suite,4,Silver,1,0,90987.07,0.36,1,0,0,7,No,Phone,38.49,Ad,0,0
70,294,7,Interior,2,Silver,1,0,88744.21,0.6,1,0,0,5,Yes,Email,58.66,Search Engine,0,0
57,59,5,Oceanview,3,None,1,4,90268.83,0.55,0,1,1,3,Yes,Phone,28.19,Social Media,0,1
57,138,5,Interior,2,Platinum,1,0,38108.84,0.43,1,0,1,3,No,Email,49.92,Friend,0,0
68,99,5,Balcony,3,Silver,0,1,61155.79,0.38,1,1,1,4,No,Phone,37.83,Friend,0,0
56,192,10,Oceanview,5,None,1,0,75327.38,0.32,1,0,1,4,Yes,Text,44.59,Search Engine,0,1
68,243,10,Balcony,3,Silver,0,1,80479.07,0.56,1,0,0,4,Yes,Phone,19.23,Search Engine,0,0
23,319,7,Balcony,3,None,1,1,69986.76,0.47,1,1,1,1,Yes,Phone,62.84,Friend,1,0
23,49,3,Oceanview,4,Silver,1,1,92630.26,0.47,0,0,1,5,No,Phone,44.28,Search Engine,0,0
20,32,5,Oceanview,4,None,1,2,50763.17,0.27,1,0,1,5,No,Text,48.33,Search Engine,0,1
24,277,7,Suite,2,Silver,1,2,70522.42,0.34,1,1,1,2,No,Email,56.25,Search Engine,0,0
68,20,7,Suite,3,None,1,2,100089.28,0.32,1,1,0,3,Partial,Email,39.04,Friend,0,0
25,154,10,Interior,2,Gold,1,2,91133.77,0.62,1,1,0,4,Partial,Text,42.61,Ad,0,0
59,68,14,Oceanview,4,None,0,2,73798.82,0.53,1,1,1,2,Partial,Text,23.5,Social Media,1,1
69,214,5,Suite,4,Silver,1,5,74479.73,0.46,1,0,1,3,Partial,Email,45.14,Ad,0,0
32,143,7,Interior,2,None,1,4,70717.58,0.67,1,0,1,4,Partial,Email,73.13,Friend,0,0
64,232,7,Oceanview,4,Platinum,0,1,74948.81,0.64,1,1,1,2,Yes,Email,54.1,Social Media,0,0
46,213,5,Interior,2,Gold,0,1,69885.92,0.67,1,0,1,4,Yes,Email,27.45,Friend,0,0
50,79,5,Oceanview,3,None,1,3,74067.83,0.46,1,0,0,3,Partial,Email,56.35,Ad,0,0
69,214,3,Interior,4,Platinum,1,0,93871.02,0.29,1,0,0,3,No,Text,69.21,Friend,0,0
47,116,10,Oceanview,4,None,1,3,93245.48,0.76,1,0,1,1,No,Email,34.84,Search Engine,0,1
56,92,7,Interior,4,Silver,1,1,45612.12,0.58,1,0,1,2,Yes,Email,46.77,Search Engine,1,0
44,270,7,Oceanview,1,Silver,1,0,138752.9,0.58,1,0,1,3,No,Phone,47.23,Ad,0,0
53,168,14,Suite,1,None,1,0,68705.26,0.6,1,1,0,1,No,Text,51.82,Search Engine,0,0
46,58,10,Balcony,6,Platinum,1,0,99066.39,0.91,1,0,0,2,Yes,Text,51.71,Ad,0,0
55,284,3,Balcony,1,None,0,1,52850.27,0.48,0,1,1,1,No,Email,59.48,Friend,0,1
74,26,7,Balcony,2,None,0,3,128880.27,0.72,0,1,1,1,Partial,Phone,48.1,Friend,1,1
50,66,7,Interior,1,Gold,1,1,101145.76,0.37,1,0,1,4,No,Phone,68.5,Ad,0,0
78,248,10,Interior,4,Silver,1,0,96474.17,0.62,1,0,0,2,No,Email,21.16,Social Media,0,0
54,254,10,Suite,2,None,1,1,79633.34,0.77,1,0,1,5,Yes,Phone,32.76,Ad,0,0
44,44,7,Oceanview,4,None,1,3,29798.22,0.49,1,0,0,2,Yes,Email,72.3,Social Media,0,1
72,97,5,Interior,2,Silver,1,1,134884.65,0.21,1,1,1,3,No,Text,42.84,Ad,0,0
50,42,10,Balcony,8,None,0,1,110610.72,0.59,1,0,0,3,Partial,Phone,58.35,Friend,0,0
79,227,3,Interior,4,Platinum,1,2,75355.63,0.47,1,0,1,7,Partial,Email,48.04,Search Engine,0,0
21,262,5,Interior,3,Silver,1,3,99357.62,0.63,1,0,0,5,No,Email,64.18,Ad,1,0
39,167,5,Suite,2,None,1,4,45681.56,0.43,1,1,0,3,No,Email,56.2,Social Media,0,0
19,279,3,Balcony,3,None,0,2,27803.58,0.86,1,0,0,2,No,Text,89.57,Search Engine,0,1
